𐌰𐌲𐌻𐌾𐌰𐌽 	 aglɕen	agle 	ache	 hurt,damage
𐌱𐌹𐌽𐌹𐌿𐌷𐍃𐌾𐌰𐌽 	 benιuḫsɕen	nιuḫse 		 reconnoiter,scout out
𐌱𐌹𐌿𐌲𐌰𐌽 	 beugen	uge 	 beugen, arch	 bend,bow
𐌱𐌹𐍂𐌰𐌿𐌱𐍉𐌽 	 berøben	raube 	berauben++ rob	 rob
𐌱𐌹𐍂𐌹𐌽𐌽𐌰𐌽 	 berιnnen	rιnne 	rennen, rinnen!	 encircle,come,round,about,run
𐌱𐌹𐍂𐍉𐌳𐌾𐌰𐌽 	 berudɕen	rōde 	beraten?	 murmur,complain
𐌱𐌹𐍃𐌰𐌹𐍈𐌰𐌽 	 besaιwen	saιwhe 	besehen	 look for
𐌱𐌹𐍃𐌰𐌿𐌻𐌽𐌰𐌽 	 besølnen	saulne 	besudeln?	 pollute,defile
𐌱𐌹𐍃𐌰𐌿𐌻𐌾𐌰𐌽 	 besølɕen	saule 	besudeln?	 defile,pollute
𐌱𐌹𐍃𐌰𐍄𐌾𐌰𐌽 	 besatɕen	sate 	(be)set	 put up,around,surround
𐌱𐌹𐍃𐌹𐍄𐌰𐌽 	 besιten	sιte 	by site!	 neighbor,nearby
𐌱𐌹𐍃𐌺𐌰𐌱𐌰𐌽 	 beschaben	shabe 	beschaben, shave	 shave
𐌱𐌹𐍃𐌺𐌴𐌹𐌽𐌰𐌽 	 bescheιnen	sheιne 	bescheinen, shine	 shine,round,about
𐌱𐌹𐍃𐌼𐌴𐌹𐍄𐌰𐌽 	 besmeιten	smeιte 	geschmeidig?	 anoint
𐌱𐌹𐍃𐌽𐌹𐍅𐌰𐌽 	 besnιwen	snιve 	?	 precede
𐌱𐌹𐍃𐍀𐌴𐌹𐍅𐌰𐌽 	 bespeιwen	speιve 	bespeihen	 spit
𐌱𐌹𐍃𐍄𐌰𐌽𐌳𐌰𐌽 	 bestanden	stande 	~ƒƒ	 surround
𐌱𐌹𐍃𐍄𐌹𐌲𐌵𐌰𐌽 	 bestιnkren	stιgce 	(be)stechen? @stick?	 beat,stumble
𐌱𐌹𐍃𐍅𐌰𐌹𐍂𐌱𐌰𐌽 	 besweιrben	svaιrbe 		 wipe
𐌱𐌹𐍃𐍅𐌰𐍂𐌰𐌽 	 besweren	svare 	beschweren! 𐍅𐌰𐍂𐌰𐌽~chargen?	 adjure,charge
𐌱𐌹𐍄𐌹𐌿𐌷𐌰𐌽 	 betιuḫen	tιuḫe 	~through?	traverse,move,through,go,about,lead,around,take,along,through
𐌱𐌹𐍅𐌰𐌹𐌱𐌾𐌰𐌽 	 beweιbɕen	vaιbe 	beweibsen? ~wrap?	 wrap,clothe,surround,encompass
𐌱𐌹𐍅𐌰𐌽𐌳𐌾𐌰𐌽 	 bewendɕen	vande 	abwenden	 avoid,shun,refuse
𐌱𐌹𐍅𐌹𐌽𐌳𐌰𐌽 	 bewenden	vιnde 	umwinden	 wrap,swaddle,swaddling,clothes
𐌱𐌹𐍅𐌹𐍃𐌰𐌽 	 bewesen	vιse 		 make merry
𐌱𐌹𐍆𐌰𐌹𐌷𐍉𐌽 	 befaιḫen	faιḫe 		 covet,defraud,take advantage of
𐌱𐌹𐍈𐌰𐌹𐍂𐌱𐌰𐌽 	 bewaιrben	whaιrbe 	gewebe?	 throng
𐌱𐌻𐌰𐌽𐌳𐌰𐌽 	 blanden	blande 	blend	 mix,blend,mingle,intermix
𐌱𐌻𐌰𐌿𐌸𐌾𐌰𐌽 	 bløƌɕen	blauƒe 	blöd!?	 void,powerless
𐌱𐌻𐌴𐌹𐌸𐌾𐌰𐌽 	 bleιƌɕen	bleιƒe 	bluff? --	 merciful,pity
𐌱𐌻𐌹𐌲𐌲𐍅𐌰𐌽 	 blιngwen	blιngve 	~bling ~klinge?	 beat,scourge,cut,kill
𐌱𐌻𐍉𐍄𐌰𐌽 	 bluten	blōte 	Blut flute?	 worship,honour
𐌱𐌽𐌰𐌿𐌰𐌽 	 bnøen	bnaue 	?	 rub
𐌱𐌿𐌲𐌾𐌰𐌽 	 bugɕen	buge 	> buy	 buy
𐌱𐍂𐌹𐌲𐌲𐌰𐌽 	 brιngen	brιnge 	bringen	bring,lead,conduct,make,render,become
𐌱𐍂𐌹𐌺𐌰𐌽 	 brιken	brιke 		 break,struggle,contend
𐌱𐍂𐌹𐌽𐌽𐌰𐌽 	 brιnnen	brιnne 	brennen	 burn
𐌱𐍂𐌿𐌺𐌾𐌰𐌽 	 brukɕen	bruke 	brauchen	 use,employ
𐌱𐍉𐍄𐌾𐌰𐌽 	 butɕen	bōte 	bettern	 profit,advantage,better,improve
𐌲𐌰𐌰𐌲𐌲𐍅𐌾𐌰𐌽 	 geangwɕen	angve 	angst?	 distress
𐌲𐌰𐌰𐌹𐌲𐌹𐌽𐍉𐌽 	 geaιgιnen	aιgιne 	geeignet! aneignen	 appropriate
𐌲𐌰𐌰𐌹𐌽𐌰𐌽 	 geaιnen	aιne 	geeint? -!-	 separate,take
𐌲𐌰𐌰𐌹𐍃𐍄𐌰𐌽 	 geaιsten	aιste 	eyes.tun	 regard,reverence
𐌲𐌰𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌽 	 geaιweschen	aιvιshe 		 disgrace,dishonour,put to shame
𐌲𐌰𐌰𐌿𐌺𐌰𐌽 	 geøken	auke 	much augment	 abound
𐌲𐌰𐌰𐍂𐌼𐌰𐌽 	 gearmen	arme 	√arm > almen	 pity,compassion
𐌲𐌰𐌱𐌰𐌹𐌳𐌾𐌰𐌽 	 gebaιdɕen	baιde 	gebieten, bitten	 force,compel
𐌲𐌰𐌱𐌰𐌹𐍂𐌰𐌽 	 gebaιren	baιre 	bear	 bear,engender,compare
𐌲𐌰𐌱𐌰𐌹𐍂𐌲𐌰𐌽 	 gebaιrgen	baιrge 	√bergen	 preserve
𐌲𐌰𐌱𐌰𐌹𐍂𐌷𐍄𐌾𐌰𐌽 	 gebaιrḫtɕen	baιrḫte 	bergen, geborgen	 show,disclose,bring to light
𐌲𐌰𐌱𐌰𐌽𐌳𐍅𐌾𐌰𐌽 	 gebandwɕen	bandve 	Bande™	 make,sign,signify
𐌲𐌰𐌱𐌰𐌿𐌰𐌽 	 gebauen	baue 	bauen<>wohnen	 lodge
𐌲𐌰𐌱𐌰𐍄𐌽𐌰𐌽 	 gebatnen	batne 	~benefit	 profit,benefit
𐌲𐌰𐌱𐌹𐌽𐌳𐌰𐌽 	 gebenden	bιnde 	gebinde, binden, bind	bind,fast
𐌲𐌰𐌲𐌰𐌲𐌲𐌰𐌽 	 gegangen	gange 	~	 gather,come to pass,result
𐌲𐌰𐌲𐌰𐌷𐌰𐍆𐍄𐌾𐌰𐌽 	 gegaḫaftɕen	gaḫafte 	co.hälfte gang.haft ??	 join,compact
𐌲𐌰𐌲𐌰𐍄𐌹𐌻𐍉𐌽 	 gegatιlen	gatιle 	geteilt? co...?	 join,together,connect
𐌲𐌰𐌲𐌲𐌰𐌽 	 gengen			 go
𐌲𐌰𐌲𐌲𐌾𐌰𐌽 	 gengɕen	nge 		 travel,journey
𐌲𐌰𐌲𐌴𐌹𐌲𐌰𐌽 	 gegeιgen	geιge 	augment,wachs	 gain
𐌲𐌰𐌳𐌰𐌱𐌰𐌽 	 gedaben	dabe 	<> much	 happen,suitable,appropriate
𐌲𐌰𐌳𐌰𐌹𐌻𐌾𐌰𐌽 	 gedaιlɕen	daιle 	geteilt, teilen	 distribute,divide,partition
𐌲𐌰𐌳𐌰𐌿𐌸𐌽𐌰𐌽 	 gedøƌnen	dauƒne 	getötet, töten	 die
𐌲𐌰𐌳𐌰𐌿𐌸𐌾𐌰𐌽 	 gedøƌɕen	dauƒe 	getötet, töten	 kill,put to death
𐌲𐌰𐌳𐌰𐌿𐍂𐍃𐌰𐌽 	 gedørsen	daurse 	dare darius	 dare,brave,courageous
𐌲𐌰𐌳𐍂𐌰𐌱𐌰𐌽 	 gedraben	drabe 		 hew,out,chisel
𐌲𐌰𐌳𐍂𐌰𐌲𐌰𐌽 	 gedragen	drage 	getragen, gedränge	 amass,accumulate,pile up
𐌲𐌰𐌳𐍂𐌰𐌿𐍃𐌾𐌰𐌽 	 gedrøsɕen	drause 		 cast,down
𐌲𐌰𐌳𐍂𐌹𐌿𐍃𐌰𐌽 	 gedrιusen	drιuse 		 fall,down
𐌲𐌰𐌳𐍉𐌼𐌾𐌰𐌽 	 gedumɕen	dōme 	deem	 deem,consider,reckon
𐌲𐌰𐌵𐌹𐌼𐌰𐌽 	 gekrιmen	cιme 	gekommen, come	 come,together,congregate,meet,reach,attain
𐌲𐌰𐌵𐌹𐌿𐌽𐌰𐌽 	 gekrιunen	cιune 	coine	 live
𐌲𐌰𐌷𐌰𐌱𐌰𐌽 	 geḫaben	ḫabe 	gehaben!	 hold,onto,retain,withhold,maintain
𐌲𐌰𐌷𐌰𐌹𐌻𐌽𐌰𐌽 	 geḫaιlnen	ḫaιlne 	geheilt, heilen	 healthy,heal
𐌲𐌰𐌷𐌰𐌹𐌻𐌾𐌰𐌽 	 geḫaιlɕen	ḫaιle 	heilen, heal	 heal
𐌲𐌰𐌷𐌰𐌹𐍄𐌰𐌽 	 geḫaιten	ḫaιte 	geheißen	 convoke,together,profess,claim,promise
𐌲𐌰𐌷𐌰𐌼𐍉𐌽 	 geḫamen	ḫame 	ge.Hemd 𓋳 garment	 put on,clothe
𐌲𐌰𐌷𐌰𐌿𐍃𐌾𐌰𐌽 	 geḫøsɕen	ḫause 	gehörsen~	 hear
𐌲𐌰𐌷𐌰𐍆𐍄𐌾𐌰𐌽 	 geḫaftɕen	ḫafte 	…haft	 join
𐌲𐌰𐌷𐌹𐌻𐍀𐌰𐌽 	 geḫιlpen	ḫιlpe 	geholfen, helfen, help	 help
𐌲𐌰𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽 	 geḫraιnigen	ḫraιne 	gereinigt, reinigen	 cleanse,purify
𐌲𐌰𐌸𐌰𐌷𐌰𐌽 	 geƌaḫen	ƒaḫe 	gedeihen?	 be,completely,silent
𐌲𐌰𐌸𐌰𐌹𐍂𐍃𐌰𐌽 	 geƌaιrsen	ƒaιrse 	dry.sen   𐌲𐌰𐌸???	 wither,dry up
𐌲𐌰𐌸𐌹𐍅𐌰𐌽 	 geƌιwen	ƒιve 	diwa?	 subjugate,enthrall
𐌲𐌰𐌸𐌻𐌰𐌹𐌷𐌰𐌽 	 geƌlaιḫen	ƒlaιḫe 	sádaile@Irish <> sooth verzeihen?	 comfort,console,encourage,exhort
𐌲𐌰𐌸𐌻𐌹𐌿𐌷𐌰𐌽 	 geƌlιuḫen	ƒlιuḫen	gedrungen (ge)flohen fliehen?	 flee
𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽 	 geƌrafstɕen	ƒrafste 		 console,comfort
𐌲𐌰𐌹𐌱𐌽𐌾𐌰𐌽 	 geιbnigen	ιbne	geebnet, ebnen, eben, even	 level,even
𐌲𐌰𐌹𐌳𐍂𐌴𐌹𐌲𐍉𐌽 	 geιdreιgen	ιdreιge 	gedrungen?	 regret,repent
𐌲𐌰𐌹𐍂𐌽𐌾𐌰𐌽 	 geιrnigen	ιrne 	geehren? > gerne	 desire,covet
𐌲𐌰𐌺𐌰𐌽𐌽𐌾𐌰𐌽 	 gekannigen	kannen 	bekannt, bekennen, kennen	 make known
𐌲𐌰𐌺𐌰𐍂𐍉𐌽 	 gekaren	kare 	care	 care,concerned
𐌲𐌰𐌺𐌹𐌿𐍃𐌰𐌽 	 gekιusen	kιuse 	vs accuse	 prove,test
𐌲𐌰𐌺𐌿𐌽𐌽𐌰𐌽 	 gekunnen	kunne 	kennen / könig?	 subject,defer,authority
𐌲𐌰𐌻𐌰𐌲𐌾𐌰𐌽 	 gelagɕen	lage 	gelage, legen, lage, lay	 lay,put,cast,down
𐌲𐌰𐌻𐌰𐌸𐍉𐌽 	 gelaƌen	laƒe 	geladen <> einladen calypse ƒ	 call,convoke
𐌲𐌰𐌻𐌰𐌹𐍃𐌾𐌰𐌽 	 gelaιsɕen	laιse 	gelehr…en lesson+	 teach,learn
𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽 	 geløbɕen	galaube 	geloben, glauben	 believe,entrust
𐌲𐌰𐌻𐌰𐌿𐍃𐌾𐌰𐌽 	 geløsɕen	løse 	gelöst, loose	 loose,free,liberate,rescue
𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽 	 geleιƌen	leιƒe 	geleiten, begleiten?	 depart,set out,forth,come
𐌲𐌰𐌻𐌴𐌹𐌺𐌰𐌽 	 geleιken	leιke 	≠ gleichen ~liken	 please
𐌲𐌰𐌻𐌴𐌹𐌺𐍉𐌽 	 geleιken	leιke 	gleichen liken	 compare,imitate,resemble,equate,equal
𐌲𐌰𐌻𐌴𐍅𐌾𐌰𐌽 	 gelewɕen	leve 	leave	 hand over,surrender,betray
𐌲𐌰𐌻𐌹𐍃𐌰𐌽 	 gelιsen	lιse 	gelist?	 gather,meet,assemble
𐌲𐌰𐌼𐌰𐌹𐌽𐌾𐌰𐌽 	 gemaιnigen	maιne 	gemein common ++	 partake,share,common,defile
𐌲𐌰𐌼𐌰𐌽𐍅𐌾𐌰𐌽 	 gemanwɕen	manve 	manu:hand	 prepare
𐌲𐌰𐌼𐌰𐍂𐌶𐌾𐌰𐌽 	 gemarzɕen	marshe 	misdoen@Dutch 冒犯 màofàn muhani	 offend
𐌲𐌰𐌼𐌴𐌻𐌾𐌰𐌽 	 gemelɕen	mele 	gemeldet, melden, mail	 write,register,inscribe
𐌲𐌰𐌼𐌿𐌽𐌰𐌽 	 gemunen	mune 	memnon mind … ~	 remember,mind,recall,mind
𐌲𐌰𐌼𐍉𐍄𐌰𐌽 	 gemuten	mōte 	gemütlich? --	 have,space,have,room
𐌲𐌰𐌼𐍉𐍄𐌾𐌰𐌽 	 gemutɕen	mōte 	meet	 meet,encounter
𐌲𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽 	 genamnigen	namne 	genehmigt? name+	 name,designate
𐌲𐌰𐌽𐌰𐌽𐌸𐌾𐌰𐌽 	 genanƌɕen	nanƒe 	genannt? ƒ non!	 finish,stop,cease
𐌲𐌰𐌽𐌰𐌿𐌷𐌰𐌽 	 genøḫen	nauḫe 	'genuch' genügen!! + 	 suffice
𐌲𐌰𐌽𐌰𐍃𐌾𐌰𐌽 	 genasɕen	nase 	genesen √Not nötigen	 save
𐌲𐌰𐌽𐌹𐌼𐌰𐌽 	 genιmen	nιme 	ge.nehmen nimm	 take,acquire,receive,learn
𐌲𐌰𐌽𐌹𐍃𐌰𐌽 	 genιsen	nιse 	genesen	 save,heal
𐌲𐌰𐌾𐌹𐌿𐌺𐌰𐌽 	 geɕιuken	ɕιuke 	jagen? √gingis kahn?	 overcome,conquer
𐌲𐌰𐌿𐌼𐌾𐌰𐌽 	 geumɕen	geume 	geum seum seem ?	 notice,heed,appear,seem
𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌾𐌰𐌽 	 geraιḫtɕen	raιḫte 	gerecht.tun/sein/gehn	 rectify,correct
𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽 	 gesaιwen	saιwhe 	gesehen, sehen, see, saw, seen, gesamt	 see,completely
𐌲𐌰𐍃𐌰𐌽𐌳𐌾𐌰𐌽 	 gesandɕen	sande 	gesenden, senden, send	 send,along,accompany
𐌲𐌰𐍃𐌰𐍄𐌾𐌰𐌽 	 gesatɕen	sate 	gesetzen, setzen, set, settle	 put down,lay down
𐌲𐌰𐍃𐌹𐌱𐌾𐍉𐌽 	 gesιbɕen	sιbɕe 		 reconcile
𐌲𐌰𐍃𐌹𐍄𐌰𐌽 	 gesιten	sιte 	gesitzen, sitzen, sit, seat	 sit down,seat
𐌲𐌰𐍃𐌺𐌰𐍀𐌾𐌰𐌽 	 geschapɕen	shape 	geschaffen, shape +++	 create
𐌲𐌰𐍃𐌺𐌴𐌹𐍂𐌾𐌰𐌽 	 gescheιrɕen	sheιre 	shire:know? skeir<>school?	 interpret,explain
𐌲𐌰𐍃𐌻𐌴𐍀𐌰𐌽 	 geslepen	slepe 	geschlafen, sleep	 fall asleep
𐌲𐌰𐍃𐍄𐌰𐌲𐌵𐌾𐌰𐌽 	 gestankrɕen	stagce 	gestochen, stuck<>stick ___?	 cause,stumble,hit
𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐌰𐌽 	 gestalden	stalde 	≠gestalten ƒ <> stellen, stand	 acquire,possess
𐌲𐌰𐍃𐍄𐌰𐌽𐌳𐌰𐌽 	 gestanden	stande 	gestanden, stand	 stop,halt,stand,abide,uphold
𐌲𐌰𐍃𐍄𐌹𐌲𐌵𐌰𐌽 	 gestιnkren	stιgce 	~-	 stumble
𐌲𐌰𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐌾𐌰𐌽 	 geswekunƌɕen	svιkunƒe 	…?…kunde 𐌲𐌰𐍃𐍅𐌹𐌺~gnostic? ???	 known,manifest
𐌲𐌰𐍃𐍅𐌹𐌻𐍄𐌰𐌽 	 geswelten	svιlte 		 die
𐌲𐌰𐍃𐍅𐍉𐌲𐌾𐌰𐌽 	 geswugɕen	svōge 		 sigh,groan
𐌲𐌰𐍃𐍉𐌸𐌾𐌰𐌽 	 gesuƌɕen	sōƒe 	gesättigen ~  satiate	 satiate,satisfy
𐌲𐌰𐍄𐌰𐌹𐍂𐌰𐌽 	 getaιren	taιre 	√Troy=Tyre zerteilen	 destroy,violate,ruin
𐌲𐌰𐍄𐌰𐌿𐌾𐌰𐌽 	 getøɕen	taue 	getue, tuen, do	 do,make,effect
𐌲𐌰𐍄𐌰𐍂𐌷𐌾𐌰𐌽 	 getarḫɕen	tarḫe 	tark ~ mark? tatoo?	 flag,mark,note
𐌲𐌰𐍄𐌴𐌹𐌷𐌰𐌽 	 geteιḫen	teιḫe 	gezeigen, teilen, tell <~~	 show,shew,tell,report,preach
𐌲𐌰𐍄𐌹𐌻𐍉𐌽 	 getιlen	tιle 	geteilen? ^	 achieve,obtain
𐌲𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽 	 getιmrɕen	tιmre 	gezimmert, zimmern, timber	 build,construct
𐌲𐌰𐍄𐍂𐌰𐌿𐌰𐌽 	 getrøen	traue 	getrauen, trauen, traust, trust	 trust,confident,convinced,persuaded,entrust
𐌲𐌰𐍅𐌰𐌹𐍂𐍀𐌰𐌽 	 geweιrpen	vaιrpe 	geworfen, werfen	 throw
𐌲𐌰𐍅𐌰𐌻𐌾𐌰𐌽 	 gewelɕen	vale 	< welchen!?	 choose,select
𐌲𐌰𐍅𐌰𐌽𐌳𐌾𐌰𐌽 	 gewendɕen	vande 	gewunden, wenden	 turn,return,return,convert
𐌲𐌰𐍅𐌰𐌿𐍂𐌺𐌾𐌰𐌽 	 geweurkɕen	vaurke 	gewerkt, werken, work	 work,make,achieve
𐌲𐌰𐍅𐌰𐍂𐌲𐌾𐌰𐌽 	 gewergɕen	varge 	<> würgen verwerfen?	 condemn
𐌲𐌰𐍅𐌰𐍃𐌾𐌰𐌽 	 gewesɕen	vase 	ge.westen, fashion	 clothe,put on
𐌲𐌰𐍅𐌴𐌹𐌷𐌰𐌽 	 geweιḫen	veιḫe 	geweiht, weihen, Weihe	 hallow,consecrate
𐌲𐌰𐍅𐌹𐌲𐌰𐌽 	 gewegen	vιge 	bewegen	 shake,together
𐌲𐌰𐍅𐌹𐌳𐌰𐌽 	 geweden	vιde 	gewebe? vιde~vite:fast!	 fasten,join
𐌲𐌰𐍅𐌹𐌽𐌽𐌰𐌽 	 gewennen	vιnne 	geweinen, weinen	 suffer
𐌲𐌰𐍅𐌹𐍄𐌰𐌽 	 geweten	vιte 	vιte~watch √video 	 watch over,guard,defend
𐌲𐌰𐍅𐍂𐌹𐌺𐌰𐌽 	 gewrιken	vrιke 	wreck?	 avenge
𐌲𐌰𐍆𐌰𐌷𐌰𐌽 	 gefaḫen	faḫe 	gefangen, fetch!!	 catch
𐌲𐌰𐍆𐌰𐌷𐍂𐌾𐌰𐌽 	 gefaḫrɕen	faḫre 	gefahr: fahren!?!	 prepare
𐌲𐌰𐍆𐌰𐍃𐍄𐌰𐌽 	 gefasten	faste 	gefestigt, fasten	 keep,firm
𐌲𐌰𐍆𐌹𐌻𐌷𐌰𐌽 	 gefιlḫen	fιlḫe 	geflohen, fliehen	 hide,bury
𐌲𐌰𐍆𐌿𐌻𐌻𐌰𐍅𐌴𐌹𐍃𐌾𐌰𐌽 	 gefullaweιsɕen	fullaveιse 		 satisfy,persuade
𐌲𐌰𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍉𐌽 	 gefrøɕιnen	frauɕιne 	<> Frauke Frank?	 rule,subordinate
𐌲𐌰𐍆𐍂𐌹𐌸𐍉𐌽 	 gefrιƌen	frιƒe 	befrieden, frieden	 reconcile,pacify
𐌲𐌰𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐌽𐌰𐌽 	 gefrιsaḫtnen	frιsaḫtne 	<<	 depicted,take shape
𐌲𐌰𐍈𐌴𐌹𐍄𐌾𐌰𐌽 	 geweιtɕen	wheιte 	geweißt, weißen, whiten	 whiten
𐌲𐌰𐍈𐍉𐍄𐌾𐌰𐌽 	 gewutɕen	whōte 	gewütigt, wütigen, wüten, wut	 complain,rebuke
𐌲𐌹𐌱𐌰𐌽 	 gιben	gιbe 	geben, give	 give
𐌲𐌹𐌿𐍄𐌰𐌽 	 gιuten	gιute 	gießen, guß, gießt, cast	 pour
𐌲𐍂𐌰𐌱𐌰𐌽 	 graben	grabe 	graben, grave	 dig
𐌲𐍂𐌴𐌹𐍀𐌰𐌽 	 greιpen	greιpe 	greifen, grab	 grab,grip,lay hold of,seize
𐌲𐍂𐌴𐌹𐍄𐌰𐌽 	 greιten	greιte 	cry.tun <> gram, regret	 
𐌲𐍂𐌴𐍄𐌰𐌽 	 greten	grete 	cry.tun <> regret	 weep,cry
𐌲𐍉𐌻𐌾𐌰𐌽 	 gulɕen	gōle 	~grüßen	 greet,salute
𐌳𐌰𐌳𐌳𐌾𐌰𐌽 	 daddɕen	dadde 	@tit	 suckle
𐌳𐌰𐌹𐌻𐌾𐌰𐌽 	 daιlɕen	daιle 	teilen++	 divide,share,distribute
𐌳𐌰𐌿𐌸𐌾𐌰𐌽 	 døƌɕen	dauƒe 	töten, death	 kill,put to death
𐌳𐌰𐌿𐍀𐌾𐌰𐌽 	 døpɕen	daupe 	dip, taufen, tauchen ~ 𐌳𐌰𐌿𐍀𐌾𐌰𐌽  !	 dip,immerse,baptize
𐌳𐌹𐌲𐌰𐌽 	 dιgen	dιge 	~dig?	 shape,form,earth,clay
𐌳𐌹𐍃𐌳𐌰𐌹𐌻𐌾𐌰𐌽 	 desdaιlɕen	disdaιle 	distill, teilen	 divide,split up
𐌳𐌹𐍃𐌳𐍂𐌹𐌿𐍃𐌰𐌽 	 desdrιusen	disdrιuse 	DIS… SERIES FOREIGN!?! WHY?	 fall
𐌳𐌹𐍃𐌷𐌰𐌱𐌰𐌽 	 desḫaben	disḫabe 	…haben, besitzen?	 take,possession,overcome,seize
𐌳𐌹𐍃𐌷𐌽𐌹𐌿𐍀𐌰𐌽 	 desḫnιupen	disḫnιupe 	! <> schneiden, schnuppe?	 break,asunder
𐌳𐌹𐍃𐌷𐌽𐌿𐍀𐌽𐌰𐌽 	 desḫnupnen	disḫnupne 	! <> schneiden, schnuppe?	 break
𐌳𐌹𐍃𐌷𐌿𐌻𐌾𐌰𐌽 	 desḫulɕen	disḫule 	ver.hüllen	 cover
𐌳𐌹𐍃𐌽𐌹𐌼𐌰𐌽 	 desnιmen	disnιme 	…nehmen	 possess
𐌳𐌹𐍃𐍃𐌹𐌲𐌵𐌰𐌽 	 dessιnkren	dissιgce 	des.sink / setz	 set,go down
𐌳𐌹𐍃𐍃𐌹𐍄𐌰𐌽 	 dessιten	dissιte 	dis.seize desease!	 seize,take hold
𐌳𐌹𐍃𐍃𐌺𐌰𐌹𐌳𐌰𐌽 	 desschaιden	disshaιde 	dis.scheiden	 disperse,s:mul:Bible, Gothic, Ulfila#VIII 8|Skeireins VIII
𐌳𐌹𐍃𐍃𐌺𐍂𐌴𐌹𐍄𐌰𐌽 	 desschreιten	disshreιte 	dis.schreiten?	 tear,rip,rend
𐌳𐌹𐍃𐍃𐌺𐍂𐌹𐍄𐌽𐌰𐌽 	 desschrιtnen	disshrιtne 	dis.schreiten?	 torn,rent,ripped
𐌳𐌹𐍃𐍄𐌰𐌷𐌾𐌰𐌽 	 destaḫɕen	distaḫe 		 scatter,waste
𐌳𐌹𐍃𐍄𐌰𐌹𐍂𐌰𐌽 	 destaιren	distaιre 		 burst,leaven
𐌳𐌹𐍃𐍄𐌰𐌿𐍂𐌽𐌰𐌽 	 destørnen	distaurne 	dis.torn	 break
𐌳𐌹𐍃𐍅𐌹𐌻𐍅𐌰𐌽 	 deswelwen	disvιlve 	~dissolve?	 plunder
𐌳𐌹𐍃𐍅𐌹𐌽𐌸𐌾𐌰𐌽 	 deswenƌɕen	disvιnƒe 		 crush,grind,powder
𐌳𐌹𐍅𐌰𐌽 	 dιwen	dιve 	dιve ~ die!	 die
𐌳𐌿𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽 	 duatgangen	duatgange 	toward.gehen !	 approach,come up
𐌳𐌿𐌰𐍄𐍂𐌹𐌽𐌽𐌰𐌽 	 duatrιnnen	duatrιnne 	toward.rennen	 run,up
𐌳𐌿𐌰𐍄𐍃𐌽𐌹𐍅𐌰𐌽 	 duatsnιwen	duatsnιve 	towards.nearen?	 draw,shore,come,anchor
𐌳𐌿𐌲𐌰𐌽 	 dugen	duge 	taugen, tweak!, to'use	 useful,value,fit,suitable
𐌳𐌿𐌲𐌰𐍅𐌹𐌽𐌳𐌰𐌽 	 dugawenden	dugavιnde 	durch.wenden? zu.ge.wunden?	 entangle
𐌳𐌿𐌲𐌹𐌽𐌽𐌰𐌽 	 dugιnnen	dugιnne 	beginnen!	 begin
𐌳𐌿𐌻𐌸𐌾𐌰𐌽 	 dulƌɕen	dulƒe 	dulden, huldigen?	 keep,feast,celebrate
𐌳𐌿𐍂𐌹𐌽𐌽𐌰𐌽 	 durιnnen	durιnne 	zu.rennen	 run,come
𐌳𐌿𐍃𐍄𐍉𐌳𐌾𐌰𐌽 	 dustudɕen	dustōde 	zu.stunde??	 begin
𐌳𐌿𐍅𐌰𐌺𐌰𐌽 	 duweken	duvake 	zu.wachen, do watch, to.wake	 watch,keep,alert
𐌳𐍂𐌰𐌲𐌰𐌽 	 dragen	drage 	tragen, drag ≠ ziehen!	 draw,pull,carry
𐌳𐍂𐌰𐌲𐌺𐌾𐌰𐌽 	 drankɕen	dranke 	trinken, drunken, drink	 make,drink,give
𐌳𐍂𐌰𐌹𐌱𐌾𐌰𐌽 	 draιbɕen	draιbe 	~ trouble	 trouble,bother,badger,drive
𐌳𐍂𐌰𐌿𐌷𐍄𐌹𐌽𐍉𐌽 	 drøḫtιnen	drauḫtιne 	trachten!	 wage war
𐌳𐍂𐌴𐌹𐌱𐌰𐌽 	 dreιben	dreιbe 	treiben, drive	 drive,go
𐌳𐍂𐌹𐌲𐌺𐌰𐌽 	 drιnken	drιnke 	 drink	 drink
𐌳𐍂𐌹𐌿𐌲𐌰𐌽 	 drιugen	drιuge 	tragen ~ trachten ^^	 wage
𐌳𐍂𐌹𐌿𐍃𐌰𐌽 	 drιusen	drιuse 	™™™	 fall
𐌳𐍂𐍉𐌱𐌽𐌰𐌽 	 drubnen	drōbne 	~troubled toben?	 restless,agitated,troubled
