gorge (valley),Gautal,谷 gǔ   沟 gōu,geurge?  ♁ geo(r),国國 guó,valley -> Willy/ viele Völker?
good? estimate,♁ geo-mete vs ♀,估 gū,,,估计 [估計] gūjì  度 [度] duó duoshao
measure make-sure,messen,目测 mùcè,,,<> 掂 diān mit den Händen schätzen vs mit bloßem Auge schätzen 
sin,Niet nie nicht! Sünde!,孽 niè !,,,
blacken,negro noir(verb),涅 niè,,,嚙 niè nagen  鑷 niè nehmen mit Pinzette
Geiß/ Lamb,goat ♀ ankett,羔羊 gāoyáng ,,𓋩𓃶𓃙𓋹单阳山闪,gute schöne Jana
,,⼾ door,,,
Stern [ste.an],*,大,AN,𓇼 DU.AN  (Gardinger N14),* Dingir   Ahn Anka/ Yian/ Dian/ Vian      𓊨st+an=stan=stern
Tall highest -> Deus,Tall Don,大 da    太 tài  ,𓏚 DA,,𓌽 ger ~ groß?   tai-cent=Tausend  Daisen-dorf Zeus God 
tab@SEM top!,top!,太 tàip  ,,,
highest god,Theus/ Deus/ day,帝 Teis,𓏙 DEI  TEI  𓌅,,Tag/ Tuesday/ Zeus/ … Tai-Ping=aufs TaPeth=Peace  Titans TeuTeuTeuTonen!
sky,dawn/ time,天 tiān,DU.AN 𓇽,,Duall: Air+Terr/ … Turnus/ Duat/ Tiamaat
dog,chien (fr: dog),大 Da+g=dog: ⽝ quǎn,daquan,Dax,Doggen dackeln
eye  oijen=Augen,moin Meyer,目 眼 mùyǎn,møyen, 𓁹  D4,Meyer = Aufseher  ->  YAN~
sleep,schluiph,睡 shuì,,<> shu = sun,
Wasser,Schauer,水 shuǐ,,<> Schu = Petrus,
Lamm Jungen,young goat,羊羔 yánggāo,,,
sankt,sankh 𓋹,生 shēng,,sank   𓋩  -> E31  𓃶    𓋹,冰 bīng
live,rise  𓌘,日子 rìzi,,𓌘 rise,
,schön,娟 juān/ 嬋 chán,,,
foreign!,farn-rainer,番 fān ,,盘 pán  凡 fán 𓅚 ,梵 fàn ƒan’script  sanskritisch  Vanen!? WAN WÀN 卍 王 ≠ 壬 VENG (9. Himmelsziffer) ~ 人 REN / gong neun? An Fang?
universal/ common,pan,普 pǔ/ 朴 pǔ, ,,
,,盘 pán  凡 fán 𓅚 ,PUNI= Phønit/ PAN/ VAN/ Bande/ PUK Vo,,
band/ bunch/ bundle,Bund,卜 bǔ,𓇪 𓇩  -bu  M40,卜, bǔ wahrsagen: (Riss-)Bänder/Bücher/Stäbe deuten  ~ fascie-nierend/ fasces 卜 fork? yaw? confess!
butler [serf/commoner],Puck/ Pack(esel)/ populus,仆 pú,,,捕 bǔ verhaften/ 怖 bù befürchten/ 补 bǔ flicken/ etc
back of south: north,back: rück / Buckel,北 bei / puuk,,𓐟 ,
but no!,Вне! bes- un poko卜 bǔ boo!,不 bù ,Pure: bare ? ,无 wú 未 wèi,别 bié but part? 罔 wǎng wenig «buckel runter»    弗 fú 
butt [in buttocks],butt ,步 bù,,,
purzeln [tumble],push,仆 pū,,,
pitch/ rush,push,扑 pū,,,
poor quality,kaput,破 pò,,,
Pot (big ship),boat,舶 bó ,,,舟zhōu <> shai boat ≠ 𓊡网    wan/ pan <> ganz
whole/ ganz,pan,盘 pán  凡 fán,qphan.δe,全体 quántǐ = ganz,vs 反 fǎn anti… 分 fèn = Teil  <> 丰 fēng üppig  
whole,ganz,全 quán.δe,qvan.δe,完 wán = ganz,tity<>tout?     vs 𓎔 fill/p-l/complete
universal/ common,pan,普 pǔ/ 朴 pǔ, ,,
,phoon ~ pan,,har.poon 1    𓌡 uno universal  ooan  𓌠 : 1  one,,
ganz,whole,好 hǎo,,合 hé,
common language,puni tongue,普 通话 pǔ tōnghuà ,tongue,同化 tónghuà,普 法 战争  Pǔ Fǎ zhànzhēng Deutsch-Französische Krieg   Tonga
(tai) peace ☮,aufs Tapet bringen/ make even,太平 tàipíng,,𓊵   T.P. = peace R4,TaPeth  Tapet/ Tapete/ Teppich  平 
flat piece,even piece,片 piàn ,,𓇏 past.even M20,pastures/ Ebenen
piece of cloth/ skin …,piece of cloth / peal ,疋 (⺪) pǐ ,,,drape
Pulk ,pile (of cloth),匹 pǐ,,M35 𓇤 pile 𓊪 phooi π  P6 𓊢 ,viel/ voll
Pelle,peal,皮 pí,,,
,KY / KU(r),qiu,,<> kou 匸 xi,
Kurgan,KYR / KUR,丘 qiū,,,Kyr: OLD! kHyrcle->Hügel/ Höcker <- Huge
Kerker,Kur/ Kyrkyr,囚 qiú,,,
Kreis,cyrn,圈 quān,,,方fāng corner 匣kasten
Bezirk!,cirk cikou^3 court quarter,区 [區] qū,,匸 xi vs 匚 fang,
,circle,匝 zā,,,
Kugel,curcle,球 qiú,,,
harvest,Kyr-mess’,秋 qiū,,,
wish/ demand,queue  (kyn/ can-I),求 qiú,,,
can,können,可 kě,,𓂧 kaf -> 𐤉 you 有!,
request,can-I gehn/ plz?,恳 kěn,,,
you can,O.K. / I can,可 kě,keil,还 可以 háikěyǐ=okey,O.G. (Gamma)  对 duì 行 xíng  chéng 成 axe? 戊 wù 5th heavenly stem
open!,key,开 kāi,oπen?,廾hui/pen?,ka(m).i’!  come in
consent,can!,肯 kěn,,,[stop moon!?]
gnaw,k’nabbern,啃 kěn,,,
arrogant (arrow-can’t),kannichgut,亢 kàng,,<> kång könig,
carry,karryn,扛 káng,,,
fight,(be)kämpen,抗 kàng,,,
can (hardly) overcome,yes we can,克 kè,,,
,ge / ßey / ßi ——->,Qu/ Chiu/ Chu,,,
square area division,cube/ cut,区 qū   區,,,
qu go,zieh / geh [tschüss],去 qù,,,出 chu ~ qu
bent/ bend/ band,zieh… schief,曲 qǔ,,,
chase,chase/ seek/ ziehen,驱 qū/ 祛 qū,,,
aim + take + love,zusammen zielen,取 qǔ,,,
Hefe ,Ziehtaig,曲 qū ,,,
a’skew ,schief,曲 qǔ  ,趋 qū 奇,,
schiefe music ;),zieh Ziharmonika,曲 qǔ 奇jī,,,
sehen,see,視 qù/ shì/ 见 [見] jiàn,,,
aufrichten/ senkrecht,zieh!,支 zhī/ 直 zhí,,,
stop,zieh! Schicht!,止 zhǐ,,,
Schichtarbeit,Schicht schaffen: weben/ walten/ …,制 zhì   值 zhí,,,
show,see? show [weisen/ wissen],指 zhǐ ,,知 zhī,
[directions],schon zu … [->ziehen],只 zhǐ  ,之,,
Ideal/ goal/ …,Ziel,志 zhì,,,
goal/ target,Ziel,旨 zhǐ,,取 qǔ,
history/ journal,(Auf)Zeichnung/ Geschichte,旨 zhǐ,,事 shì/ zhì 史,Zeitschrift
finger,Zeigefinger,指 zhǐ,,,
breed Zucht!,Zieh-planzen/tiere Zier,枝 zhī,,+,<>  Ziel/ cell
ein Stück Papier/ Schuh/ Hand ;),<zähl Stück …>,只 zhī  ƒ: zhti ,,,zahl zuziehen
twig/ sprig/ spray/ brace/ branch/,Schilf Stift stylus styck stick stock,支 zhī ? ƒ: zhti ,sty,芦苇 wěi Reet Schilf,一 支 笔 yī zhī bǐ 筆  pen
sign,Zeichen (das Mal),志 zhì,,咫 zhí 字zì  征zhēng,
paper sheet ,sheet ,纸 zhǐ,,,vs 页 頁 yè/  叶子 yèzi/ 刀身 dāoshēn
Banner,Schild,帜 zhì ,,,
,Schuber,帙 zhì ,,,
1 Schiff …,Zählwort für Schiffe/ Schippen/ …,只 zhī,,,
,System,制 zhì,,,
toe,Zeh,趾 zhǐ,,止 zhǐ ®,
toe / foot,shoe,足 zú,,,
,city,市 shì,,-> 100 shi’s !,
,Sitz/ city,址 zhǐ,,,
monastry,sit,寺 sì,,,
sit,Sitz,座 zuò,,,
Master (am Mast),Schiffer,师父 Shifu,,,
Master,Vorsitz ,夫子 Fūzǐ   ,,,
Osir Master,Sir,子zǐ   师 shī  師 ,,,Erste Ziffer der Erdzweige
Things stuff,Zeug,子zǐ   巾 jīn,,,
Meister (god),Sultan Ashur/ Shu.piter,主 zhǔ,,M23 shu 𓇓  shun 𓇳,
hand,The Hand’ ^^,手 shǒu,,,
Fürst,Kønig,公 gōng,,,
Master,Kønig,工長 Gōngzhǎng,,,
Eldest,Kanig,长 Zhǎng,,,
Phønitier/ Mann/ Gatte,Funi Phoonit,夫 Fu 父,,𓂸,
some.one,Mauren : je.man.de,某人 mǒurén,,mu+gan,
fence/ face/ sight/ waters,lines,兰 lán (as radical),,拦 ,
cow,Gnu-Kuh,牛科 ‘niúkē,,,
Pfuhl/ pond/ lake,pool,泊 pō,,𓊪 phoo(n)  (Gardiner Q3),
lake/ lagoon,Teich,池 chí,,,vs 沼泽 zhǎozé = Moor
#flat land (pan/fen),pan,爿 pán,,,
Platte/ pan,pan/ Pfanne,盘 pán,,,翻 fān wenden 
Wanne,ven,盆 pén,,,
point/ part,phoint/ cut/ fence,分 fèn,,,
planar,pan/ pfann/ fen,平 píng ,,,vs 坦 tǎn  刚 gāng
Half ½ ,bunch, binär p,,,
root,ben.root = gan.root,本 běn,,,bench?
Genesis,root,根 gēn  艮 Gèn,,甘艮gan   根本 gēnběn,
splash,wassa,洒 sǎ,,,
Schwäne (plural:shu!),swanes,天鹅属 tiānéshǔ ,,,
know,*learned *lesson,了 le  liǎo ,,,吕 [呂] Lǚ Lui 铝 lǚ Alu(minium)
schaffen beenden ,*let (far),了 le  liǎo ,← LET,了,<> LONG ← →
ver*lassen,let/ leave,撂 liào,,了,
fire (place),Lohe! lui light glut lahab!,炉 lú,LOH! 🔥,,吕 [呂] Lǚ  卢 [盧] Lú  𒈛/𒆷    燎] liǎo sengen
burn,loh!,烙 lào,LOH! 🔥,炉 lú  leucht! ↑,2) IRON! <- glut    << logs?
brühend ,lau warm -> glut heiß !,燎 liáo,LOH! 🔥,🜂,烈 liè brennend lifted ↑↑ (intense)
Halogen,ha.lu.gen/ *lu: oil/fat/lotion,卤 lǔ      鹵,,🜂,
Luxus,lux,禄 lù,,🜂,绿lǜ
Jade,*bling,琳 lín  璐 lù ,,🜂,绿lǜ
phosphor/ sulphor!,*leucht,磷 lín 硫] liú,,🔥,
Linie/ Reihe/ Gattung,line! line up!,列 liè,LINE !,←→ 兰,<> like/ law + order
lane,LANE,弄 lòng ,LANE!,←→ 王 ,王 龙 lóng *kings-road
road Route,line : rue,路 lù,,←→,
Rad / Lage / Runde,round ~ lound  line/lane!,轮 lún ,,←→,仑 lun
arena,ring,擂台  lèitái,,←→,<> 雷 Léi lightning!
distant vast,*long,辽 Liáo,,←→ 了,辽 Liao-Dynastie   廖 Liu
circa/ gut!,leicht über ‘come’ ↑,来 [來] lái,,↑ 林 lin,
arrive,allive/ genea.leht/ lead/ led, 来 [來] lái/ 临 lín,,↑ 林 lin,
,,←,儿 lego       leucht? 卤 lǔ ,,
reed,~,芦 lú 簧 huáng ,𓇅𓇅𓇅,𓇅兰卢 hú,庐 lú <> 芦 lú reed Reet Haus!!  ≠ 尸shī Leiche
klar!,~leucht clean clear,浏 liú,🜂,💧 兰 🜂,<> 裸 luǒ nackt
bright & clear,clean!,朗 lǎng,🜂,𓌉 𓌃 𓎗 𓎘 𓇅 𓇇 🜂,炉 lú  leucht! loh! 卤 lǔ   <> 狼 láng lykos wolf!  
glint/ luster/ glamour,light glanz,亮 liàng,🜂,💧 兰 🜂,brilliancy = brille.ian ♀: 亮 liàng legen(offen-)!
hellglänzend,glossy bling,珑玲 lónglíng,,🜂 💧 兰 🜂,vs 朦胧 ménglón
colour green,glün [lush leaves],绿 lǜ   ,𓇅,💧 兰 卢 🜂,绿色  lǜsè   氯 *lǜ Chlor 
blau/ blue,liLan lilian lapis lazuli,蓝 lán,*blaun,💧 兰 卢 🜂,<> blume flower!
Orchid,*Lilian Lilan Lian,兰 [蘭]lán !!,*Lilyan ,💧 兰 卢 🜂,<>line/ liane
Lutus,Lilian,莲  lián ,LILIANE,⚸ 𓆼 里 兰,𒇸𒆤𒀭𒉌
line / rope,LINE!,缆 [纜] lǎn,LINE,兰 里 lǐ lanes,
Reihe/ Line/ Gattung,line! line up!,列 liè,LINE ,兰,Zuglinie!
Riemen,LINE!,櫓] lǔ ,,兰,
Stoff,linnen,料] liào,,兰,缭 liáo nähen 撩 
curtain,LINE Liane!, 帘 lián,,兰,
Kragen/ collar/ yoke,linnen linie,领 lǐng ,,兰,𓌤 
Esel ass!,load “lukey” Lui  ,驴 lǘ,,兰,𓌤 <> yoke  侣 [侶] lǚ Läufer/ Leute
chain…,LINE Liane!, 链 liàn,,兰,𓌤 
Maultier,Lasttier <> laden …,骡  luó ,,兰,𓌤 luo <> yoch <> Jockel …
heap/ pile/…,layer,累 lěi ,LAYER,兰,
Winde 𓍢𓍬≠𓏲@ wenden,Lunte’/ line!,轆 lù 捩 liè,𓎛,𓍢𓍬≠𓏲@,𓎛 helwick helix    涟 lián windung/kräuselung 𓈗  缭 [繚] liáo umwickeln
record,*roll/ round/ wound,录 lù,,𓍢𓏲@,~ 灵 líng ≠ 隶 lì low !
das Rad,*roll/ round/ wound,轮 lún ,,𓍢𓏲@,仑 lún 
Spiral Schnecke++,*roll/ round,螺 luó ,,𓍢𓏲@,
gewandt! ‘fly',flink/ lissom 2.) Liege!,灵 [靈] líng,,𓍢𓏲@兰,~录 lù 𓅱  𓃀  𓈖  𓂻 brisk  deft ≠ deaf 𓎝 alert ≠ 隶 lì lü luck
Rolle/Bündel (Papier),*roll/ round | layers stapel,摞 luò ,,𓍢𓏲@兰,__ loaf lot ??
Runde: Partie…,Runde vs lane,轮 lún ,,𓍢𓏲@ 兰,
Sichel/ Sense,LUNA! 六 liù 6,镰 lián,,☽ ☾,陆  <> lun=rund(sun+moon+lun!)
Reihe/ Line/ Gattung,line! line up!,列 liè,LINE !!,兰,Zuglinie!
Riss/ Spalt/ Lage(Haar),line! Loch! Lage:Locke,裂 liè,𓎛 𓁸 ,兰,鳞 lín Schuppe
,Locke!,綹 liǔ ,𓎛 𓁸 ,兰,裂 liè = Frisur
Zew. Locken(!),Faden/ Garn,缕 lǚ ,𓎛 𓁸 ,兰,
Mähne 毛 máo  <> 裂 liè ,lions-mane,鬣 liè,𓎛 𓁸 ,兰,猎 [獵] liè lliag jagen !  <> lines?
kämmen,^^,拢 lǒng,𓎛 𓁸 ,兰,
,,拢 lǒng,∑,兰,
Netz,Lasche,罗 Luó,,兰,
GeLänder/ coLumns!,lines!,栏 lán,,兰,lan <> lao <> row ?
military lines / walls,lines!,垒 lěi,,兰,<> 肋 lèi Rippen 兰 !
grasp,langen!,揽 lǎn  撈 lāo 掳 lǔ ,,→,
begehren,long,婪 lán,,𓌵 →,<> be blue?
face/ overlook,look,临 lín,,𓌵 →,辽 Liáo ←→
Ausschau halten ,look,瞭] liào,,𓌵 →,lookan 看 kàn
look / long / glance,look + long,览 lǎn,,𓌵 →,zew. Listen <> blue eyes?   glance:read <> 脸 liǎn Gesicht/Ansehen
Lebensjahr ,*long,龄 líng,,♀,
long + old,long!!!,老 lǎo !!,,←→,vs 长 chang=lang 早 zǎo
long during / fest,ledern,牢 láo,,←→,
rotten/ overcooked …,[long],阑 lán 烂 làn 懒,,,
,,←→,lando=lazy ‘long-do’,,
Kante: edge,Länge,楞 léng,,←→,2.) verdutzt <> 咙 览  
ream/ edge (of paper),Länge/ Linie,令 lìng ,,,仑 lun  zB St Gallen/ Kunlun <> Berg:
ridge / hill / mountains,Länge,陵 líng  岭 lǐng 峦 luán ,,←→  ↑↑,<> 冈 gāng <> kur 陵 líng   <> 麓 lù ~ Tal vs BergKette! 
Brücke/ Träger/ …,Länge,梁 liáng,,←→  ↑↑,檩 lǐn  Pfette/ Balken  
reed,~,芦 lú 簧 huáng ,𓇅𓇅𓇅,𓇅兰庐卢 hú 户 戶 hù,庐 lú 卢<> 芦 lú reed Reet Haus! hù 户 戶  <> hard 尸shī Leiche
Etage! Building!,?,楼 [樓] lóu,⌂ !! ??,⌂ ↑ 兰 ,楼 lóu Gebäude   村cūn 落 luò Dorf
Hütte,room? flur?,庐 lú 卢,⌂ 𓇅,⌂ 𓇅,庐 lú <> 芦 lú reed Reet Haus! hù 户 戶  <> hard 尸shī Leiche
Hause!,“Loch” [living-place?] ,寮 [寮] liáo,,⌂,<<<<
prison / pen,Loch / Laufstall <> lines,牢 láo ,,⌂ ↓ 兰,囚牢 qiúláo língyǔ 令
,GeLänder,栏 lán,,⌂ 兰,
Hals <> Zunge?,*long lingua?,领 領 lǐng  ,,,
,↑,喉 hóu 吭 háng ,,,
Rachen,Hals,喉咙 hóulóng,,↑,long <> kur ?? 龙 Lóng
,long-door,閬 làng  ,,↑,良 liáng ↑ wave/ vogue/ wolf
Gassentor’,Luke,闾 [閭] lǘ ,,,
dry!,*linen (v),晾 liàng,,¬💧兰,<> linnen!
,Leck,漏 lòu,,💧↓,“Luftraus” ;)
tropfen,liquid,沥 lì,,💧兰 ↓,milli-liter 兰 里 lǐ
pour/ drench/ soak…,*liquid,淋 lín,,💧兰 ↓,
(water)logging = Stau,logging,涝 lào ,,💧兰 𓈗 ↑↑,<> burn logs 烙 lào  ?
schwellen,?,隆] lóng,,💧兰 𓈗 ↑↑,
(wet)land,Lund,陆 lù,,💧兰 𓈗 ,辆 [輛] liàng  zew. für Landfahrzeuge
lot! flood/ flow/ Fluß,a lot! fluß / lauf 兰 𓈗 ,流 liú   滥 làn ,💧兰 𓈗 ,💧兰 𓈗 ,viel/ volles/ fluß <> lao lot + lang
auslassen,laß,略 lüè,,💧↓→,
,gleiten,掠 lüè,,💧↓→,
,fließen,流 liú,,💧↓→,
(hinter)lassen/ gleiten,leave/ let,溜 liū,,💧↓→,
grease/ fat/ …,glue/ lotion! ++,卤 [滷] lǔ  露] lù,,💧!,
wet,^^ 兰 𓈗 ♀♀ ,烂 làn,,💧,冷 lěng = cold  栗 lì = freeze 涼 liáng kühl 凛 lǐn kalt
waves,兰 𓈗 𓈖 ,浪 làng 澜 lán,𓈖 ,💧🌊,🌊 <> long : dragon / wolf 涟 lián windung/kräuselung 𓈗
Korb,flecht/ wound,篓 lǒu 箩luó 絡luò,,兰 𓎛𓍢,
Netz,flecht/ wound/ lines/ lasso,絡] luò  罗 luó ,,,
cage / Korb,lang ein’Lochen,笼 lóng,,兰 𓎛𓍢↓ ,Loch <> lock <> logs ^^
Schlange / Drachen,Schlange! 𓈖 ,龙 Lóng,𓈖𓆓𓆑𓈖𓍢,,long <> kur ?? 龙 Lóng  牢 láo (prison)  麟 lín Einhorn 农Nong=Long! 鹿 lù Hirsch 鹭lù Reiher 
prison / pen,Loch / Laufstall <> lines,牢 láo ,,↓ 兰,liáo = hut [living-place?]   <> 栏 lán GeLänder 囚牢 qiúláo língyǔ 令
(Fuß)Fessel/ Schelle,laufband/ leine,镣 liào,,↓,
ärmlich/ schlicht,low,陋 lòu,,!,<> streng?
untertänig —,less/ low,隶 lì ,,↓,“liegend” ~ kriechend
mittelmäßig,low,碌 lù,,隶 lì ,石~[wertz] 
low Qualität,low,劣 liè,,↓,“liegenlassen”
schlapp/ fortlaufend,laufend long laying laboring,累 lèi,,↓,<> 累 layer!
geizig,lowly/ linientreu,吝 lìn,,↓,
sink,ground (v),沦 lún,,↓,平心 而 论 ruhig erwägen
zero/ null/ nil/ nichts,0 Ø ¬ la! <low,〇 líng  零 líng ,1/nill,↓,vs  丽 lì 倆 liǎ 兩liǎng 两  liǎng (2 paar) 雷 léi 零 líng 〇 雨 rain 
lad (long friend),alter’ old lad,佬 lǎo ,,☿,郎 láng  langer lulatsch
,LO!,喽  lou ,,🕭 𓌵,瞭] liào → look?
talk laudatio?,long lauschig pLaudern,唠 láo 聊 liáo 论 lùn,,🕭,聊] liáo ratschen = tratschen <> Talkrunde 伦 
tratschen,ratschen,拉扯 lāchě,,🕭,
laugh luck joy glück,lachen,乐 lào lè ,,🕭,lauschig <> lang : Zunge?   露 齿 而 笑 lòu chǐ ér xiào   grinsen  
music,lala laut,乐 lào  yuè ,,🕭,♀?<> kling clean  嘹亮 liáoliàng klangvoll  朗 lǎng !  <> 擂 léi : hit-drum —
bell,Klingel,铃 líng,🔔🕭🛎 ,🕭,bell-shaped!  翎 líng feather/tail [<-its shape?]  ding/ ring! …
Gong  ,Laute/ Klingel,锣 luó,*gluong,🕭,
hören,?,聆] líng ,,🕭,
still,leise,寥 liào,,🔕,¬laut  lawt@SEM=secret
taub [med.],leise,聋 lóng,,🔕,<> 麻 má  <> hals: 领 領 lǐng  喉咙 hóulóng
leiten ++,lead!,理 lǐ,,↑ 𓎗 𓎘,<> lesson !?  vs 类 lèi like / lire!
command,lead!,令 lìng  领 lǐng,,🕭↑,
[adjective] !!,-ing -lich <> like!,令 lìng 人 ,,!!!!!,令 某人  lìng mǒurén ?   令 人 不安 的 lìng rén bùān de … ?
labor : work,1) la-bore 2) bohren:beg,劳 láo ,,♀,long-bore ≠ langweilen : toil <> lang-lauf — 碌 lù beschäftigt
,loot,掠 lüè*t,,𓍝 ,<> rob/ rape/ lie/ lay !?!
Sorge,??,虑 lǜ,,,
Brigarde,?,旅 lǚ ,,,
Filter ,“Lüftung” ƒ ?,滤 lǜ,,,
,anlegen!,立案 lìàn ,,,
stand / LIFT,legged,立 lì,,儿 let richten,立 lì Standkraft <> lid/ lit/ light   八儿入人丿
Leibes-Stärke,LIVE,力 lì,,𓋹 lit/ light 立,立 lì Standkraft <> lid/ lit/ light   八儿入人丿
erleben/ Erfahrung,lived, 历 lì,,𓋹,live through ++ <>  历史 lìshǐ 事 shì   寮] liáo = hut [living-place?]
Logik,geistiges Längenmaß,理 lǐ !!,,𓍝 ,Ordnung/ …  率 prozent% Quote
Lehre ++,“Leit Linie” / Logik / Lehre,论 lùn,,𓌃 𓎗 𓎘 𓍝 ,仑 lun   der Rat <> das Rad 轮 lún  !
Logic and Order,LAW,理 lǐ !!,,𓍝 兰 𓎗 𓎘♀☿ ,<> 戾 lie: Vergehen  咧 liě den Mund verziehen   <> live qi 氣
Recht & Ordnung,LAW,利 lì,,𓍝 兰 𓎗 𓎘,权  quán 正义  zhèngyì
Recht & Gesetz,LAW Jura,律 lǜ ,,𓍝 兰 𓎗 𓎘,规 gui 律  fǎ  <> 立 lì Gesetzt/  履 约 lǚ yuē einen Vertrag erfüllen
Unordnung Chaos!,LAW¬,乱 luàn,,𓍝 兰 𓎗 𓎘,an=¬ ++
order!,law,令 lìng,,𓍝 兰 𓎗 𓎘,<> 臣 chén 呈 chéng
“der Rat”,Lektor,理事 lǐshì,,𓍝 兰 𓎗 𓎘,史li = official (missing in leo) !  老師   老师 lǎoshī
logic ;),lo’i,理 lǐ,,𓍝 兰 ,Math Maß
Stoff/ Material,linnen,料] liào,,𓍝 兰 ,Material vs Maat 𓍝 <> Order
Matte,linnen liegen,領 lǐng ,,兰 ,Matte vs Maat 𓍝
Geist/ Seele,♀?,灵 [靈] líng,,♀♀ !?,Matter vs __   ≠ 隶 lì 
1)kind 2)class,LIKE lieb,类 lèi  流 liú,,♀♀ ↓↑,lektion lesson? << lire —
likeness : example,like,例 lì,,♀♀,<> 连 lián || folgend
good/ like … [ungemein],like[able] fine (vian),良 liáng  ,,+ + 浪 làng ~ vogue,clean 朗 lǎng 亮 liàng glanz!  狼 láng lykos wolf!  艮 根 gēn (root)
jolie/ schön,likeable/ joli [eye lid],丽 lì ,,+ + ♀兰,丽 lì 兩 liǎng 两  liǎng 倆 liǎ (2 paar) 雷 léi 零 líng 〇 ring 雨 rain
pair/ couple!,liaison!! ♀☿,倆 liǎ ,2!,♀♀  林 Lín 两 ,连 lián Kompanie alliance!  连 lián  link/ join! 联 lián
Paar/ some/ few,[liaison/allianz],两  liǎng ,2!,♀♀,
,林 lin vs 木 mùin min 2,林 Lín 两 ,,,
Gefährte,liaison!! ♀☿,侣 [侶] lǚ ,,♀♀,Leute?
peer,~ Runde : peers,伦 轮 Lún,,♀♀@ ,
zwillings,^^,孪 luán,,♀♀ 卵 ,亦 yì also 元 yuán 
Kollege,liaison,僚 liáo ,,→←,鹪鹩 jiāoliáo Zaunkönig
,link!,连 lián  ,,→←,
,link/ join!,联 lián ,,→←,丽 lì 倆 liǎ 2er paar
Ei/ egg,al ovum: la’van larvae,卵 luǎn ,+++,卯 mǎo,累 卵 lěi luǎn : 1) eier stapeln 2) seidener Faden 3) brennede Lunte!!!
weitere/ extra,link?,另 lìng ,,+ +,力 lì
like love+,li’en lieben Liebe!,恋 liàn,,♡ ♥ 丽 倆  爱 àimour,谅 liàng verzeihen <?> 亮 liàng zeigen 冷 lěng = cold  栗 lì = freeze 涼 liáng kühl 
schmelzen / härten:(,läutern lysen,炼 liàn ,,💧♀?,
thunder(storm),laut lightning,雷 Léi,,💧♀?,龙 Poseidon !   Ray! 
mines!,“Lagen”,雷 Léi  窿 lóng ,,♀? <<<,龙 Poseidon ?  Ray! <> Erz?
tear,leider 💧💧 leyed,泪 lèi,,💧♀🕭,
bedauern,leidern 💧💧,怜 lián ,,💧♀🕭,<> 令 lìng
pile/ heap,layer,累 lěi 累 ,,兰,
Rolle/Bündel (Papier),*roll/ round | layers stapel,摞 luò ,,𓍢𓏲@兰 ,累 lěi : layer 兰
heap/ open,layer/ lay open,磊 lěi,,兰,傀儡 kuǐlěi Marionette  ??? 伶] líng   Mime?
strap,to leather?,勒 lēi,,兰,
shoe Schuh!!,*leather,履 lǚ ,,兰,
Zew. dünne Dinge,zew sLice,缕 lǚ ,,兰,
Weide,Länge,柳 liǔ  ,农 ,兰,农 long =農 nóng = Ackerbau   vs  林 lin woods
der Rain ,Länge,垄 lǒng ,农 ,兰,
Pflug,[do lines?],耒耜 lěisì,农 ,兰,犁 lí pflügen  <?> 殓 [殮] liàn einsargen
lanes! lining!,LENGth/ lin: innen!?,里 lǐ,,兰里,Meile Mill <> 厘milliƒ centi:)
neighbor[hood],~里 lǐ  [lanes],邻 lín,,兰里,里 lǐ  IN   临 lín  Nahe (vor)
rip,*lèip <> live!,肋 lèi ,,兰里,<> Leib!
Lithium  ,Li,鋰 lǐ,,,
Längenmaß,,里 lǐ,,兰里,里 lǐ in …/ in drin/ innen
measure make-sure,längenmessen,量 liàng ,,兰里,两 [兩] liǎng “ein paar …”    度 dù dure
strikt,linientreu <> pLan?,厉 lì,,兰,吝 lìn geizig <> Ordnung!  计 jì
strikt / kalt!,linientreu,凛 lǐn,,兰,冷 lěng = cold  栗 lì = freeze 涼 liáng kühl 凛 lǐn kalt
left/ distant,leave,离 lí,,↑ <> fern=links??,
live calendar,list,历 lì,,兰,
gift(wrap/sign) <?> Fest,lid/ let@goth,礼  lǐ,,兰,
luck Glück lots!,,禄 lù,,↑↑↑,¬隶 lì low/  ++glün!
nutzen/ Gewinn/ lift!,liking! likeable,利 lì,,↑↑↑,löffel abgeben / laufpass ?     赁 lìn miete—   刀 dāo?
trainieren,lehrnen,练 liàn,,↑↑↑,
1) not-do 2) sammeln,la ¬,敛 liǎn ,,↓?,<> join : collect? 采 cǎi … 集 jí
krakelig,lausig,潦 liáo ,,𓈖 ,Laus: 虱 shī 
necken,lausen,撩 liáo,,,
Therapie,lindern!,疗 liáo ,,↓↑ 𓈖 ,Linde vs 栎 lì   栗 lì     Laus: 虱 shī  vs sick —
Bahre,?,灵 [靈] líng,,兰,≠ 隶 lì 
Schädel,?,戮 lù = kill 颅 lú ,,羽 yǔ ?,Totenschädel 髑髏 dúlóu  尸Leich?
Ruhr …,Lebra’ leprosy,痢  lì,,,<> 瘘 [瘺] lòu Fistel 
,grind [med],癞 lài ,,,
Eiche/Kastanie!,*live tree !?!,栎 lì   栗 lì,,林 ??,<> east / west ????  立 lì 力 lì ?
woods,Linden,林 Lín,,,木 mù * 2  立 lì 力 lì + n   ≠ Lichtung ≠ 来 [來] lái  
